target_cbsa,cbsa_code,county_geoid,tract_geoid,year,eligible_v1,gate_pop,gate_price,gate_density,pop_growth_5yr,units_per_1k_3yr,pop_density,price_proxy_pctl,commute_intensity_b,growth_raw,units_raw,headroom_raw,price_raw,commute_raw,z_growth,z_units,z_headroom,z_price,z_commute,contrib_growth,contrib_units,contrib_headroom,contrib_price,contrib_commute,tract_score,tract_rank,why_tags,is_scored
27260,27260,12031,12031014311,2024,1,1,1,1,0.0035191702167067978,1709.7945121200935,2288.447366864987,0.38694139194139193,14.439514995259518,0.0035191702167067978,1709.7945121200935,-2288.447366864987,-0.38694139194139193,14.439514995259518,-1.8792972848494258,0.07313293870168046,-0.7639361792147634,0.15198181633151062,-0.9904304402754077,-0.7517189139397704,0.018283234675420115,-0.1527872358429527,0.015198181633151063,-0.049521522013770386,-0.9205462554879223,77,Low density headroom | Moderate price pressure,TRUE
27260,27260,12031,12031014312,2024,1,1,1,1,0.15209988649262202,1303.823598404879,3197.507295995785,0.5578434065934066,18.04734330290488,0.15209988649262202,1303.823598404879,-3197.507295995785,-0.5578434065934066,18.04734330290488,-0.26113111666778066,-0.24454565937346687,-1.6147163286029782,-0.7471025022733476,-0.3279069440803418,-0.10445244666711227,-0.06113641484336672,-0.3229432657205957,-0.07471025022733477,-0.016395347204017093,-0.5796377246624266,73,Low density headroom,TRUE
27260,27260,12031,12031014328,2024,0,0,1,1,0.001946607341490545,1285.5490794708112,1466.3608927056011,0.6917673992673992,19.022419713865546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014329,2024,0,0,0,1,-0.05163458600672166,2984.4286941580754,2572.282947586264,0.7460668498168499,18.653559079637148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014330,2024,0,0,0,1,-0.09417946645109135,2066.8600327234863,755.5734477383456,0.9148534798534799,18.485804852791798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014331,2024,0,0,1,0,-0.030509835407466882,1917.943409247757,3923.7751411620416,0.3439239926739927,20.231698493653056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014333,2024,0,1,1,0,0.019414743950478333,2556.9049590578707,3996.2926485407634,0.4191529304029304,12.775929936131137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014334,2024,0,0,1,0,-0.027231166766050488,1892.8620079008308,3726.8667591030826,0.6291712454212455,19.86988685923022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014335,2024,0,0,0,0,0.05746431163803532,1059.7948365938298,3963.661365075473,0.7375686813186813,18.858190597667637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014336,2024,0,1,0,0,-8.747630849978131e-4,1351.7680821051606,3983.624092114714,0.775728021978022,17.240425343494376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014338,2024,0,1,1,0,0.2488393686165274,1721.8711276332092,6432.848866279247,0.5588232600732601,18.35912488321395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014339,2024,0,1,0,1,NA,1441.5914513953728,2878.479782215683,0.8133882783882784,14.22857990185474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014340,2024,0,0,1,0,NA,1776.3502716522848,3743.1805798854,0.6651877289377289,14.993263549346585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014341,2024,0,1,0,1,NA,2705.510124610592,1792.5764098238787,0.7771978021978022,20.023767676568028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014342,2024,0,0,0,0,NA,2025.7307383920108,5418.434744439308,0.7363369963369963,16.29197808593786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014343,2024,0,0,1,0,NA,1175.7414223463213,7092.331196930885,0.6666712454212453,11.784915462302449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014344,2024,0,1,0,0,NA,1908.4603763219336,3651.4528019563827,0.8257188644688644,16.55011455288587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014408,2024,0,0,0,1,-0.08531704234253212,2133.5022263165974,2776.7833906215524,0.7434294871794871,11.354691508812776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12031,12031014413,2024,0,0,1,1,0.04209575429087624,1606.044845122515,1247.9295017419538,0.6731868131868132,15.390262012673286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
